nikkud,transliteration,word
מְכוֹנַת כְּבִיסָה,,מכונת כביסה
מְכוֹנַת כְּתִיבָה,mekhonat ktiva,מכונת כתיבה
מְכוֹנַת צִלּוּם,mekonat tsilum,מכונת צלום
"מְכוֹרָה (גם: מְכֵרָה, מְכוּרָה)","mekhora, mechera, mechura",מכורה
מִכְחוֹל,mikhkhol,מכחול
מֶכָטְרוֹנִיקָה,mekhatronika,מכטרוניקה
מְכִירָה,mekhira,מכירה
מְכָל,mekhal,מכל
מְכֲל צִיפָה,mekhal tsifa,מכל ציפה
מְכָל שְׁקִיעָה,mekhal shkiah,מכל שקיעה
מַכְלֵב,makhlev,מכלב
מְכְּלֻבְלָב,mekluvlav (mekhluvlav),מכלבלב
מְכָלִית,mekhalit,מכלית
מְכָלִית נֵפְט,mekhalit neft,מכלית נפט
מְכָלִית עֲנָק,mkhalit 'anak,מכלית ענק
מִכְלָלָה,mikhlala,מכללה
מִכְלָלָה אָקָדֶמִית,miklala akademit,מכללה אקדמית
מִכְלָלָה מִקְצוֹעִית,miklala miktsoit,מכללה מקצועית
מַכֹּלֶת,makolet,מכלת
מִכְמֹרֶת (גם: מִכְמֶרֶת),mikhmoret,מכמרת
מִכְמֹרְתָּן,mikhmortan,מכמרתן
מְכַנֶּה מְשֻׁתָּף,mekhane meshutaf,מכנה משתף
מֶכָנִיקָה,mekhanika,מכניקה
מֵכָנִיקַת הַזּוֹרְמִים,mekhanikhat hazormim,מכניקת הזורמים
מִכְנָס {{משני|א}},mikhnas,מכנס
מִכְנָס {{משני|ב}},mikhnas,מכנס
מִכְנְסֵי פַּדֶלֶפוֹן,mikhnesey padelefon,מכנסי פדלפון
מֶכֶס,mekhes,מכס
מִכְסֶה,mikhse,מכסה
מִכְסָה,mikhsa,מכסה
מִכְסֶה הָאֳנִיָּה,mikhse ha'oniyah,מכסה האניה
מִכְסַחַת דֶּשֶׁא,,מכסחת דשא
מְכֹעָר,mekho<nowiki>'</nowiki>ar,מכער
מִכַּף רֶגֶל וְעַד רֹאשׁ,mikaf regel ve׳ad rosh,מכף רגל ועד ראש
מַכְפֵּלָה סְקָלָרִית,makpela skalarit,מכפלה סקלרית
מַכְפֵּלָה ריקה,,מכפלה ריקה
מכפלת מסיסות,,מכפלת מסיסות
מַכָּר,makar,מכר
מֻכָּר,mukar,מכר
מֶכֶר,mekher,מכר
מְכֻרְאַגְרָף,mekhur'agraf,מכראגרף
מִכְרֶה,mikhre,מכרה
מִכְרֵה זָהָב,mikhre zahav,מכרה זהב
מְכַרְסֵם,mekharsem,מכרסם
מִכְשׁוֹל,mikhshol,מכשול
מַכְשִׁיר,makhshir,מכשיר
מַכְשִׁיר אִדּוּי,makhshir idui,מכשיר אדוי
מַכְשִׁיר מְדִידָה,makhshir medida,מכשיר מדידה
מַכְשִׁיר קֶשֶׁר,makhshir kesher,מכשיר קשר
מַכְשִׁיר שְׁמִיעָה,makhshir shmiah,מכשיר שמיעה
מְכַשֵּׁף,Mechashef,מכשף
מַכַּת בְּכוֹרוֹת,makat bekhorot,מכת בכורות
מַכַּת חֹם,makat khom,מכת חם
מִכְתָּב,michtav,מכתב
מְכֻתָּב,mechutav,מכתב
מִכְתָּב שַׁרְשֶׁרֶת,mikhtav sharsheret,מכתב שרשרת
מַכְתֵּשׁ,,מכתש
מַכְתֵּשׁ קַרְחוֹנִי,makhtesh karkhoni,מכתש קרחוני
מַכְתֵּשׁ רוּחַ,makhtesh ruakh,מכתש רוח
מַכְתֵּשׁ שְׁחִיקָה,,מכתש שחיקה
מָלֵא,,מלא
מָלֵא קָדִימָה,male kadimah,מלא קדימה
מְלַאוַח,melawach,מלאוח
מְלַאי,mlay,מלאי
מַלְאָךְ,mal'akh,מלאך
מַלְאַךְ הַמָּוֶת,malakh hamavet,מלאך המות
מַלְאַךְ חַבָּלָה,mal'akh khabala,מלאך חבלה
מְלָאכוּתִי,mel'achuti,מלאכותי
מַלְבֵּן,malben,מלבן
מַלְבְּנִי,malbeni,מלבני
מִלְּבָרִית,milvarit,מלברית
מִלְגָּה,milga,מלגה
מַלְגֵּז,malgez,מלגז
מַלְגֵּזָה,malgeza,מלגזה
מַלְגֵּזָן,malgezan,מלגזן
מִלָּה,mila,מלה
מִלָּה יְחִידָאִית,mila yekhidait,מלה יחידאית
מִלָּה נִרְדֶּפֶת,mila nirdefet,מלה נרדפת
מִלָּה שְׁאוּלָה,mila shula,מלה שאולה
מִלּוֹא,milo,מלוא
מִלּוּאִימְנִיק,miluimnik,מלואימניק
מלוגרף,,מלוגרף
מִלְוֶה,milve,מלוה
מַלְוֶה,malve,מלוה
מַלְוֶה בְּרִבִּית,malve beribit,מלוה ברבית
מָלוּחַ,malu'akh,מלוח
מְלֻוָּחַ,meluvakh,מלוח
מַלּוּחַ,maluakh,מלוח
מְלוּחִית,mlukhit,מלוחית
מְלוּכָנוּת,melukhanut,מלוכנות
מֵלוֹן,melon,מלון
מִלּוֹן,milon,מלון
מָלוֹן,malon,מלון
מְלוֹן כְּמוּסוֹת,melon kmusot,מלון כמוסות
מְלוֹנָאוּת,melonaut,מלונאות
מִלּוֹנָאוּת,milonaut,מלונאות
מְלוֹנַאי,melonai,מלונאי
מְלוֹנָאִי,melonaii,מלונאי
מִלּוֹנָאִי,milonaii,מלונאי
מִלּוֹנַאי,milonai,מלונאי
מְלוּנָה,meluna,מלונה
מִלּוֹנוּת,milonut,מלונות
מִלּוֹני,miloni,מלוני
מָלוֹשׁ,malosh,מלוש
מַלָּח,malakh,מלח
מֶלַח,melakh,מלח
מֶלַח בִּשּׁוּל,melakh bishul,מלח בשול
מֶלַח הָאָרֶץ,melakh haarets,מלח הארץ
מַלָּח כָּשִׁיר,malakh kashir,מלח כשיר
מַלָּח מַתְחִיל,malakh matkhil,מלח מתחיל
מַלָּח פָּשׁוּט,malakh pashut,מלח פשוט
מַלָּח רִאשׁוֹן,malakh rishon,מלח ראשון
מִלְחִי,milkhi,מלחי
מִלְחִיָּה,milkhiya,מלחיה
מַלְחִין,malkhin,מלחין
מְלַחֵךְ פִּנְכָּה,,מלחך פנכה
מִלְחָמָה,milkhama,מלחמה
מִלְחֶמֶת,milkhemet,מלחמת
מִלְחֶמֶת בָּזָק,milkhemet bazak,מלחמת בזק
מִלְחֶמֶת הַתָּשָׁה,milkhemet hatasha,מלחמת התשה
מִלְחֶמֶת חֲפִירוֹת,milkhemet khafirot,מלחמת חפירות
מִלְחֶמֶת מָגֵן,milkhemet magen,מלחמת מגן
מִלְחֶמֶת מֶנַע,milkhemet mena,מלחמת מנע
מִלְחֶמֶת תְּנוּפָה,milkhemet tnufah,מלחמת תנופה
מֶלְחֲצֵי צִנּוֹרוֹת,melkhatsey tsinorot,מלחצי צנורות
מַלְטָה,malta,מלטה
מלטונין,,מלטונין
מַלְטֶשֶׁת,,מלטשת
מִלְיוֹן,milyon,מליון
מְלִיצָה,melitsah,מליצה
מִלִּית,milit,מלית
מִלִּית קִשּׁוּר,milit kishur,מלית קשור
מֶלֶךְ,melekh,מלך
מֹלֶךְ,molekh,מלך
מַלְכֹּדֶת קִיטוֹר,malkodet kitor,מלכדת קיטור
מַלְכָּה,malka,מלכה
מִלְכָּה,milka,מלכה
מְלֻכְלָךְ {{משני|א}},melukhlakh,מלכלך
מַלְכַּת יֹפִי,,מלכת יפי
מַלְם,malm,מלם
מֶלָנוֹצִיט,,מלנוציט
מֶלָנִין,,מלנין
מִלְעֵיל,mil'el,מלעיל
מִלְעֵיל דְמִלְעֵיל,mil׳el demil׳el,מלעיל דמלעיל
מְלָפְפוֹן,melafefon,מלפפון
מְלָפְפוֹן חָמוּץ,,מלפפון חמוץ
מֶלְצַר,meltsar,מלצר
מֶלְצָרוּת,meltsarut,מלצרות
מַלְקוֹלְמִיָּה,,מלקולמיה
מלקחיים,Mhelkahaim,מלקחיים
מַלְקֶטֶת,malketet,מלקטת
מָלַרְיָה,malarya,מלריה
מִלְרַע,milra,מלרע
מִלַּת חִבּוּר,milat khibur,מלת חבור
מִלַּת יַחַס,milat yakhas,מלת יחס
מִלַּת לַחַשׁ,milat lakhash,מלת לחש
מִלַּת קֶסֶם,milat kesem,מלת קסם
מִלַּת קְרִיאָה,milat kriah,מלת קריאה
מִלַּת קִשּׁוּר,milat kishur,מלת קשור
מִלַּת תֶּפֶל,milat tefel,מלת תפל
מַלְתָּעָה,malta׳a,מלתעה
מֶמְבְּרָנָה,,ממברנה
מַמְּגוּרָה,mamgura,ממגורה
מֵמַד,memad,ממד
מֶמוֹרַנְדּוּם,memorandum,ממורנדום
מִמּוּשׁ,,ממוש
מָמוּתָה,mamuta,ממותה
מַמְזֵר,mamzer,ממזר
מֻמְחֶה,mumkhe,ממחה
מִמְחָטָה,mimkhata,ממחטה
מִמְטָר,mimtar,ממטר
מַמְטֵרָה,mamtera,ממטרה
מֵמִיר קָטָלִיטִי,memir kataliti,ממיר קטליטי
מֶמֶל,memel,ממל
מְמַלֵּא מָקוֹם,memale makom,ממלא מקום
מְמֻלָח,meemoolakh,ממלח
מִמְלָחָה,mimlakha,ממלחה
מָמָלִיגָה,,ממליגה
מַמְלָכָה,mamlakha,ממלכה
מַמְלַכְתִּי,mamlakhti,ממלכתי
מְמֻנָּע,memuna,ממנע
מֵמֵס,memes,ממס
מִמְסָד,mimsad,ממסד
מְמֻסָּד,memusad,ממסד
מִמְסָר,mimsar,ממסר
ממפרינט,,ממפרינט
מִמְצָא אַרְכֵאוֹלוֹגִי,mimtsa arkheologi,ממצא ארכאולוגי
מְמֻצָּע,memutsa,ממצע
מְמֻצָּע מְשֻׁקְלָל,memutsa meshoklal,ממצע משקלל
מֶמֶר,memer,ממר
ממרץ,,ממרץ
מַמָּשׁ,Mamash,ממש
מִמְשֶׁה,mimshe,ממשה
מַמָּשׁוּת,Mamashoot (ובהגייה אשכנזית: Mamoshuth),ממשות
מִמְשָׁל פָּתוּחַ,mimshal patuakh,ממשל פתוח
מֶמְשָׁלָה,memshala,ממשלה
מַמְתָּק,mamtak,ממתק
מִן,min,מן
מַן,man,מן
מָן,man,מן
מִנְאָם,min'am,מנאם
מִנְאֹרֶת,minoret,מנארת
מַנְגּוֹ,mango,מנגו
מנגוסטין,,מנגוסטין
מַנְגָּל,"mangal , mangal",מנגל
מַנְגָּן,mangan,מנגן
מַנְגָּנוֹן,manganon,מנגנון
מַנְדּוֹלִינָה,mandolina,מנדולינה
מַנְדָּט,mandat,מנדט
מַנְדָּטוֹרִי,mandatory,מנדטורי
מֶנְדֶּלֶבְיוּם,mendelbyom,מנדלביום
מַנְדָלָה,,מנדלה
מִנְדָּף כִימִי,,מנדף כימי
מַנְדָּרִינָה,mandarina,מנדרינה
מָנָה {{משני|א}},mana,מנה
מִנְהָג,minhag,מנהג
מַנְהִיג,manhig,מנהיג
מַנְהִיגוּת,manhigut,מנהיגות
מְנַהֵל חֶשְׁבּוֹנוֹת,menahel kheshbonot,מנהל חשבונות
מִנְהָל צִבּוּרִי,minhal tsiburi,מנהל צבורי
מִנְהָרָה,minhara,מנהרה
מִנְהֶרֶת אֲוִיר,minheret avir,מנהרת אויר
מִנְהֶרֶת רוּחַ,minheret ruakh,מנהרת רוח
מָנוּאֵלָה,,מנואלה
מָנוּי,manuy,מנוי
מִנּוּי,minuy,מנוי
מְנֻוָּל,m'nuval,מנול
מֶנוׂמֶטֶר,,מנומטר
מָנוֹעַ,manoa,מנוע
מְנוֹעַ אַרְבָּע פְּעִימוֹת,meno'a arba pe'imot,מנוע ארבע פעימות
מְנוֹעַ אַרְבָּעָה מַהֲלָכִים,meno'a arba'ah mahalakhim,מנוע ארבעה מהלכים
מָנוֹעַ בֻּכְנָאִי,manoah bukhnai,מנוע בכנאי
מְנוֹעַ בֻּכְנָה,mnoah bukhnah,מנוע בכנה
מְנוֹעַ בֶּנְזִין,menoa benzin,מנוע בנזין
מְנוֹעַ בְּעֵרָה חִיצוֹנִית,meno'a be'era khitsonit,מנוע בערה חיצונית
מְנוֹעַ בְּעֵרָה פְּנִימִית,meno'a be'era penimit,מנוע בערה פנימית
מְנוֹעַ דִּיזֶל,menoa dizel,מנוע דיזל
מָנוֹעַ וִי,manoa vi,מנוע וי
מְנוֹעַ זַחֲלָן,meno'a zakhalan,מנוע זחלן
מָנוֹעַ חִיצוֹן,manoa khitson,מנוע חיצון
מְנוֹעַ חֹם,menoa khom,מנוע חם
מְנוֹעַ חִפּוּשׂ,,מנוע חפוש
מָנוֹעַ חַשְׁמַלִּי,manoa kashmali,מנוע חשמלי
מָנוֹעַ טוּרִי,manoa turi,מנוע טורי
מנוע יונים,,מנוע יונים
מָנוֹעַ סִבּוּבִי,manoah sibuvi,מנוע סבובי
מָנוֹעַ סוֹבֵב,manoah sovev,מנוע סובב
מְנוֹעַ סִילוֹן,menoa silon,מנוע סילון
מְנוֹעַ עֵזֶר,menoa ezer,מנוע עזר
מָנוֹעַ פְּנִימִי,maoa penimi,מנוע פנימי
מְנוֹעַ קִיטוֹר,menoah kitor,מנוע קיטור
מְנוֹעַ רֹאשׁ צְלָב,menoa rosh tslav,מנוע ראש צלב
מָנוֹעַ רָאשִׁי,manoa rashi,מנוע ראשי
מָנוֹעַ רַדְיָאלִי,manoah radyali,מנוע רדיאלי
מָנוֹעַ רוֹטוֹרִי,manoah rotori,מנוע רוטורי
מָנוֹעַ רקטי,,מנוע רקטי
מְנוֹעַ שְׁנֵי מַהֲלָכִים,meno'a shney mahalakhim,מנוע שני מהלכים
מְנוֹעַ שְׂרֵפָה חִיצוֹנִית,meno'a srefa khitsonit,מנוע שרפה חיצונית
מְנוֹעַ שְׂרֵפָה פְּנִימִית,meno'a srefa penimit,מנוע שרפה פנימית
מְנוֹעַ שְׁתֵּי פְּעִימוֹת,meno'a shtey pe'imot,מנוע שתי פעימות
מְנוֹעַ תָּא לַהַט,meno'a ta lahat,מנוע תא להט
מְנוֹפַאי,menofai,מנופאי
מָנוֹר,manor,מנור
מָנוֹר לְסִירוֹת,manor lesirot,מנור לסירות
מְנוֹרָה,menora,מנורה
מְנוֹרַת לַבָּה,menorat laba,מנורת לבה
מִנְזָר,minzar,מנזר
מֻנְחֶה,munkhe,מנחה
מַנְחֶה,mankhe,מנחה
מִנְחָה,minkha,מנחה
מְנַחֵם אָב,mnekhem av,מנחם אב
מִנְחָת,minkhat,מנחת
מנחת אופטי,,מנחת אופטי
מֶנְטָלִיּוּת,mentaliyut,מנטליות
מֶנְטָלִיזַצְיָה,mentalizatsya,מנטליזציה
מֶנְטָלִיסְט,,מנטליסט
מַנְטְרָה,mantra,מנטרה
מְנָיָה,mnaya,מניה
מַנְיָה דֶּפְּרֶסְיָה,mania depresya,מניה דפרסיה
מִנֵּיהּ וּבֵיהּ,,מניה וביה
מִנֵּיהּ וּבֵיהּ,,מניה וביה
מֵנִיחַת מוֹקְשִׁים,menikhat mokshim,מניחת מוקשים
מָנִילָה,manila,מנילה
מִנְיָן,minyan,מנין
מִנַּיִן,minayin,מנין
מנינגיומה,,מנינגיומה
מֶנִינְגִּיטִיס,meningitis,מנינגיטיס
מְנִיפָה,menifa,מניפה
מָנִיפּוּלָטִיבִי,manypulativi,מניפולטיבי
מָנִיפּוּלַצְיָה,manipulatsya,מניפולציה
מְנִיפַת סַחַף,menifat sakhaf,מניפת סחף
מָנִיקוּר,manikur,מניקור
מְנֶמוֹנִיקָה,,מנמוניקה
מִנְסָרָה {{משני|א}},minsara,מנסרה
מִנְסָרָה {{משני|ב}},minsara,מנסרה
מִנְעָד,min'ad,מנעד
מַנְעוּל,man'ul,מנעול
מַנְעוּל צִילִינְדֶּר,,מנעול צילינדר
מַנְעוּל צֵרוּפִים,,מנעול צרופים
מִנְעָל {{משני|ב}},min'al,מנעל
מִנְעָל {{משני|א}},min'al,מנעל
מַנְפֵּטָה,manpeta,מנפטה
מְנַצֵּחַ,menatseakh,מנצח
מְנַצֵּחַ,menatseakh,מנצח
מְנַקֵּב,menakev,מנקב
מְנַקֵּה אֲרֻבּוֹת,menake arubot,מנקה ארבות
מְנַשֶּׁה,menashe,מנשה
מִנְשָׁר,minshar,מנשר
מְנַת דָּם,manat dam,מנת דם
מְנַת מִשְׂכָּל,manat mishkal,מנת משכל
מְנַתֵּחַ,menate'akh,מנתח
מַס,mas,מס
מַס גֻּלְגֹּלֶת,mas gulgolet,מס גלגלת
מַס הַכְנָסָה,mas haknasa,מס הכנסה
מַס הַכְנָסָה שְׁלִילִי,mas haknasa shlili,מס הכנסה שלילי
מס טובין,,מס טובין
מַס מוֹתָרוֹת,mas motarot,מס מותרות
מַס מְכִירָה,mas mekhira,מס מכירה
מַס פְּרוֹגְרֶסִיבִי,mas progresivi,מס פרוגרסיבי
מַס רֶגְרֶסִיבִי,mas ''regresivi,מס רגרסיבי
מַס רְכִישָׁה,mas rekhisha,מס רכישה
מַס שֶׁבַח,mas shevakh,מס שבח
מֵסַב,mesav,מסב
מִסְבָּאָה,misba'a,מסבאה
מְסִבָּה {{משני|ב}},mesiba,מסבה
מְסִבָּה {{משני|א}},mesiba,מסבה
מְסִבַּת עִתּוֹנָאִים,mesibat itonaim,מסבת עתונאים
מְסִבַּת פִּיגָ'מוֹת,mesibat pijamot,מסבת פיג'מות
מְסִבַּת רַוָּקִים,mesibat ravakim,מסבת רוקים
מִסְגָּד,misgad,מסגד
מַסְגֵּר,masger,מסגר
מִסְגֶּרֶת,misgeret,מסגרת
מִסְדְּרוֹן,misderon,מסדרון
מָסָה,masa,מסה
מַסָּה,masa,מסה
מָסָה אָטוֹמִית,masa atomit,מסה אטומית
מַסָּה מוֹלֵקוּלָרִית,masa mulekularit,מסה מולקולרית
מָסוּ,masu,מסו
מַסְוֶה,masve,מסוה
מָסוֹט,masot,מסוט
מסומננות,,מסומננות
מָסוֹף,masof,מסוף
מַסּוֹק,masok,מסוק
מַסּוֹק קְרָב,masok krav,מסוק קרב
מסוקי,,מסוקי
מַסּוֹר (גם מַשּׂוֹר),masor,מסור
מַסּוֹר חֶרֶב,masor kherev,מסור חרב
מסור נימה,,מסור נימה
מַסּוֹרִית,masorit,מסורית
מִסְחָר,miskhar,מסחר
מַסְטוֹדוֹן,mastodon,מסטודון
מַסְטוּל,mastul,מסטול
מֶסְטִינְג,,מסטינג
מַסְטִיק,mastik,מסטיק
מַסְטִיקָא,mastika,מסטיקא
מַסְטִיקָוחוריה,mastikohoria,מסטיקוחוריה
מְסִירוּת נֶפֶשׁ,mesirut nefesh,מסירות נפש
מָסָךְ,masakh,מסך
מָסַךְ מַגָּע,masakh maga,מסך מגע
מַסֵּכָה,masekha,מסכה
מְסַכֵּךְּ (גם: מְסַקֵּק),mesakek,מסכך
מֻסְכָּמָה,muskama,מסכמה
מִסְכֵּן,misken,מסכן
מִסְכֶּרֶת,miskeret,מסכרת
מַסֶּכֶת,,מסכת
מַסֵּכַת גָּז,masekhat gaz,מסכת גז
מַסֶּכֶת שַׁבָּת,masekhet shabat,מסכת שבת
מַסְלוּל,maslul,מסלול
מסלול מולניה,,מסלול מולניה
מַסְלוּל קָטְבִּי,,מסלול קטבי
מַסְלִיד,maslid,מסליד
מִסְלָקָה,mislaka,מסלקה
מְסִלַּת בַּרְזֶל,mesilat barzel,מסלת ברזל
מְסִלַּת עִתּוּק,mesilat ituk,מסלת עתוק
מֻסְמָךְ אוּנִיבֶרְסִיטָה,musmakh universita,מסמך אוניברסיטה
מַסְמֵר,masmer,מסמר
מַסְמֶרֶת,,מסמרת
מְסֻנְדָּל,mesundal,מסנדל
מַסְנֵן אוֹפְּטִי,,מסנן אופטי
מַסְנֵן זְכוּכִית,masnen zkhukhit,מסנן זכוכית
מַסְנֵן זְכוּכִית מְדֻבְקֶקֶת,,מסנן זכוכית מדבקקת
מִסְנֶנֶת (גם: מְסַנֶּנֶת),"misnenet, mesanenet",מסננת
